Event Name,Description,Theme
Paddy Murphy Week,descriptionapril april series fundraising event sdfc fields glv events include selling grilled cheese glv inflatables glv flag football tournament sdfc fields,Fundraising
DSP Philanthropy Week,descriptiondsp philanthropy week take place april semester holding events raise money camp kesem charitable organizations tabling deans going arizona diamondbacks game community service events playing kickball tournament raising funds throughout,Fundraising
Geoclub April Mineral Sale,descriptionstop final geoclub mineral sale semester lots new rocks minerals fossils tucson,Fundraising
Sigma Nu Bachelor Auction,descriptionduring event brothers sigma nu holding bachelor auction sororities participating see bachelors able help succeed philanthropy week brothers performing short dances talents skits participating girls see mcs event well lights sound equipment,Fundraising
Cans for Pizza - Pitchfork Pantry,descriptionpitchfork pantry coming barrett april cans pizza event donate handful canned food items exchange voucher free pizza pie pizza check information support fight food insecurity,Fundraising
Sigma Nu Goat Yoga,descriptionthe brothers sigma nu continue philanthropy week goat yoga glv lawn,Fundraising
Pie an Alpha Kapp,descriptionwe fundraising money philo event pieing brothers,Fundraising
Petting Zoo,descriptionthe brothers akl like puppy petting zoo glv lawn,Fundraising
Philanthropy Tabling,descriptionwe womens toiletry donation drive well donation wall,Fundraising
AKL SoftBall Tournament,descriptionthe brothers akl hold small softball tournament sdfc fields,Fundraising
Financing Your Global Education Workshop,descriptiondo want global education experience know afford want know financial aid works programs offered global education office join financing global education program workshop get jumpstart planning process learn workshop know program fees deadlines financial aid apply global education office programs tips finding scholarships utilize communitybased funding encourage take advantage workshops early possible gather helpful information financing global education program,Fundraising
Ice Cream and Popsicle Fundraiser,descriptioneattreatsupport,Fundraising
ASU Chess Open Tournament,descriptionthe goal asu open create strong local tournament inexpensive entry fee proceeds go towards funding chess club asu join us round swiss gs uscfrated chess tournament occurring pm saturdays note event entry fee requires uscf membership information tournament club general please join club discord join discord register uscf membership register tournament,Fundraising
