event_name,datetime,description,host_org,event_perks,categories,location,event_weekend
Dinner Detective,2024-09-13 18:00:00,"Come join The Programming and Activities Board, College of Integrated Sciences and Arts, and Student Connection and Community for a Dinner Detective murder mystery dinner! Anyone in the room can end up being a part of the show, and the action happens throughout the entire room. Throughout the night, a crime will occur, hidden clues will be revealed, and our Detectives will help everyone try to crack the case. Please arrive at 6 pm.  Refreshments will be served. RSVP is required to attend.", Polytechnic, Food,"Student Engagement Event, In-Person Event",Student Union - Cooley Ballrooms,0
Disney Trivia Presented by the College of Integrative Sciences and Arts,2024-08-27 16:30:00,"Test your knowledge on Mickey and friends. Join the College of Integrative Sciences and Arts for an evening of Disney trivia, food, and a chance to win magical prizes. Students from all majors welcome.",Host Organizations College of Integrative Sciences and Arts   Polytechnic, Food,Welcome Event,"Polytechnic, Cooley A and B",0
Diversity Internships,2024-09-23 18:00:00,Internship learning event to increase Diversity Equity Inclusion and Professional Development knowledge., Business School Council,,,Business Administration (BA) 199,0
"Documentary Screening of ""The Journey"" with DOCLAND FILMS & Amplify",2024-09-05 17:00:00,"Join us for a compelling and heartwarming documentary that tells the story of three survivors of sex trafficking. Following the film, engage in an interactive live panel discussion with the Executive Producer and Director of the film and its subjects. Food and refreshments will be provided. Doors open at 4:45 pm. The event will take place on September 5 in the Concho Room of the Westward Ho (ASU Downtown Campus).  Special Guest: Ana Pincus, Executive Producer/ Director for DOCLAND FILMS and the founder of AKHILANDA Women's Foundation",Watts College of Public Service and Community Solutions, Food,"Career and Professional Development, General, Welcome Event, Community Service, Civic Engagement, In-Person Event","Westward Ho, Concho Room 618 N Central Ave, Phoenix , ",0
Does God Exist? A Respectful Discussion,2024-09-03 18:00:00,"Students have been voting on their favorite arguments ""for"" and ""against"" the existence of God. Now it's time for a thoughtful and respectful discussion of the most common arguments submitted. Dinner provided! And we'll be drawing a name to win the giant gummy bear! Be sure to RSVP so we have enough pizza!",Ratio Christi at  Tempe, Food   Stuff,"Club Meetings, Clubs and Organization Information, General, In-Person Event","MU 228301 E Orange Street, Tempe, ",0
Donuts for Dollars,2024-10-10 08:00:00,Selling donuts to raise money for pcaa,Unknown,,,Outside glccoutside glcc,0
Drawing with Dean Fall 2024,2024-09-09 16:30:00,"  Join us for another semester of FREE open figure drawing sessions. This faculty led, open studio workshop is available to all students who want to develop their figure drawing skills regardless of their major or school affiliation. There is no cost to attend, and there will be a live nude model; all you need to bring is yourself, your preferred medium, and your drawing implements. *BONUS* This semester, we will host two different series running simultaneously: Mondays | Short Pose | 15 20 min poses Fridays | Long Pose | 1 hour 10 minute poses",Art Student (K)oalition,,"Club Meetings, In-Person Event",ART 402,0
Dream Board Event,2024-09-04 18:00:00,"Join us for an inspiring and creative Dream Vision Board Workshop! This event is designed to help you visualize your goals, dreams, and aspirations. Whether you want to focus on personal growth, career achievements, or life adventures, creating a vision board is a powerful tool to manifest your dreams into reality.",The Pretty Smart Club,,,MU Union Stage,0
EASGrad Welcome Party,2024-08-30 18:00:00,A reception to welcome the returning and new students and faculty members in the East Asian studies field. This will be the second in person gathering where students and faculty members from different departments and schools will meet to foster communication and share their research interests.,East Asian Studies Graduate Students Association,,,"Durham Hall Room 240, 241, 243851 S Cady Mall, Tempe, ",0
EFA General Meeting,2024-08-28 18:00:00,General meeting for the Economics and Finance Association.,Economics and Finance Association,,,Business Administration Building 296,0
EOSS Open House,2024-08-21 16:00:00,🎉 Join us for the EOSS Open House on August 21st from 4 pm to 6 pm at the Student Center @ the Post! 🌟 Explore our different offices and learn how we support Sun Devils in their academic and personal journey. Open to ALL students! Don't miss out—see you there! 📚✨, Downtown, Stuff,"Welcome Event, In-Person Event","Student Center @ The Post522 N. Central Ave, Phoenix, ",0
Echo from the Buttes,2024-08-24 08:00:00,"Echo from the Buttes is a celebration for all new Sun Devils who are beginning their journey at ASU. Thousands of students will hike up 'A' mountain and take part in one of the University's oldest traditions. Once reaching the top, students will receive white paint, where they will use their hands to forever leave their imprint on our iconic 'A', symbolizing a fresh start and a new beginning within the Sun Devil community.  Want to volunteer? Fill out this form! https://forms.gle/LQPzLQcNsF4yXuuq6",Student Alumni Association at Arizona State University, Stuff,"General, Welcome Event, In-Person Event, New Student Experience","'A' Mountain201 S Packard Dr, Tempe, ",1
Edson College Fall Welcome - College Assembly,2024-08-20 15:00:00,"Calling all new first year students to get ready for our annual College Assembly – the event you don’t want to miss! Join us for an opportunity to meet our amazing college leadership, connect with other students and student leaders, and gear up for your first weeks at ASU. It’s the perfect way to embark on your journey at Edson College. Don’t miss out on this exciting welcome celebration!  *Doors open at 2:30 pm. Event starts at 3 pm.*",Host Organizations Edson College of Nursing and Health Innovation Student Engagement   Downtown    Polytechnic   West Valley, Food   Stuff,"Welcome Event, In-Person Event, New Student Experience","Sun Devil Fitness Complex - Downtown Phoenix Campus330 1st Ave, Phoenix, ",0
Edson College Residential Welcome - Downtown,2024-08-18 14:00:00,"Welcome to the Gordon Commons residential community! We are super excited to start the semester and have a fantastic residential experience lined up for you. Come hang out, meet your Community Assistants and Student Leaders, connect with your new neighbors, snag some ASU gear, and start making fun memories at your first Edson College event!",Host Organizations Edson College of Nursing and Health Innovation Student Engagement   Downtown, Food   Stuff,"Welcome Event, In-Person Event, New Student Experience","Health North 110 550 N 3rd St, Phoenix, ",1
Edson's Casa de Oro Welcome Brunch,2024-08-21 12:00:00,"Welcome to the Casa de Oro residential community! We are super excited to start the semester and have a fantastic residential experience lined up for you. Come have brunch with us, connect with your new neighbors, snag some ASU gear, and start making fun memories!  *This event is only for students part of Edson College of Nursing and Health Innovation.*",Host Organizations Edson College of Nursing and Health Innovation Student Engagement   West Valley, Food   Stuff,"Welcome Event, In-Person Event, New Student Experience","Casa de Oro Lobby4811 West Verde Mall, Glendale, ",0
Egyptian Movie Night,2024-09-24 18:00:00,"Egyptian Student Association Movie Night Join us for an unforgettable Egyptian Student Association Movie Night! We’ll be screening a popular Egyptian movie that will surely entertain and inspire you. Come and enjoy a relaxing evening with fellow students, complete with delicious snacks and drinks. This event is a fantastic opportunity to unwind, experience a piece of Egyptian culture, and make new friends. Bring your blankets and get ready for a cozy night watching a movie and eating snacks. We look forward to seeing you there for an evening of film, fun, and community!",Egyptian Student Association, Food,"Welcome Event, Culture @ ASU, Cultural Connections and Multicultural Communities of Excellence","Student Pavillion400 E Orange St., Tempe,  85287, United States",0
Egyptian Student Association Welcome Event,2024-08-31 16:00:00,"Egyptian Student Association Welcome Event Join us for a warm and vibrant Egyptian Student Association Welcome Event! Get ready to kick off the new school year with delicious snacks, mouth watering pizza, and engaging ice breaker games. This is the perfect opportunity for all Egyptian students to connect, make new friends, and build a strong community. We’ll also have special gifts for everyone to take home, ensuring you leave with high hopes and excitement for the year ahead. Don’t miss this chance to bond, laugh, and create lasting memories. We can’t wait to see you there!",Egyptian Student Association, Food   Stuff,"Welcome Event, Culture @ ASU, Cultural Connections and Multicultural Communities of Excellence","Hayden Library Lawn300 E Orange St., Tempe,  85281, United States",1
Endurance Over Enthusiasm: Key Strategies for Long-Term Business Success,2024-09-12 17:30:00,"🌟 Endurance Over Enthusiasm: Key Strategies for Long Term Business Success 🌟   Please join us for an exclusive entrepreneur speaker event where you’ll discover how perseverance, strategic planning, and consistent effort can lead to lasting success. Learn from Allan Draper, an industry titan who has founded 10 successful companies, and master the critical skills needed to navigate your entrepreneurial journey.   What You’ll Gain: •The Power of Perseverance: Learn how to stay resilient and focused, even in challenging times. •The Art of Strategic Planning: Develop plans that ensure sustainable growth and success. •Consistency for Success: Discover why consistent effort is key to achieving your business goals.   Why Attend? •Enhance your resilience with actionable insights. •Enjoy a motivating and professional atmosphere. •Network with fellow entrepreneurs and build valuable connections.   Who Should Attend? This event is perfect for entrepreneurs in the prototype development phase, where perseverance and strategic planning are crucial.   Event Highlights: •Inspiring and actionable keynote speech. •Opportunities to connect with like minded professionals. •Dinner provided for all attendees!   Don’t miss this chance to transform your entrepreneurial mindset and strategy. Secure your spot today and be ready to take your business to the next level!",Student Entrepreneurship Organization, Credit   Food,"Club Meetings, Clubs and Organization Information, Entrepreneurship & Innovation, In-Person Event, W.P. Carey Event","BA Room 210 (Business Adminstration Building)300 E Lemon St, Tempe, ",0
